"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Squat (Bodyweight)",,"",0,"warmup",,10,,,
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Squat (Bodyweight)",,"",1,"warmup",,10,,,
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Squat (Barbell)",,"",0,"warmup",20,15,,,
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Squat (Barbell)",,"",1,"normal",50,15,,,
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Squat (Barbell)",,"",2,"normal",70,10,,,
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Overhead Press (Dumbbell)",,"",0,"normal",50,10,,,
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Overhead Press (Dumbbell)",,"",1,"normal",50,10,,,
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Preacher Curl (Machine)",,"",0,"normal",10,15,,,
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Preacher Curl (Machine)",,"",1,"normal",15,15,,,
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,15,,,
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",35,10,,,
"Full Body - B","26 Aug 2025, 23:23","26 Aug 2025, 23:54","","Crunch",,"",0,"normal",,20,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Bench Press (Dumbbell)",,"",0,"normal",40,20,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Bench Press (Dumbbell)",,"",1,"normal",50,15,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Bench Press (Dumbbell)",,"",2,"normal",60,10,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Romanian Deadlift (Dumbbell)",,"",0,"normal",40,20,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Romanian Deadlift (Dumbbell)",,"",1,"failure",50,20,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Lat Pulldown (Cable)",,"",0,"normal",40,15,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Lat Pulldown (Cable)",,"",1,"failure",45,10,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Lat Pulldown (Cable)",,"",2,"normal",30,7,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Leg Extension (Machine)",,"",0,"warmup",20,20,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Leg Extension (Machine)",,"",1,"normal",35,15,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Lateral Raise (Dumbbell)",,"",0,"normal",20,25,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Lateral Raise (Dumbbell)",,"",1,"dropset",30,15,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Triceps Extension (Cable)",,"",0,"dropset",30,20,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Standing Calf Raise (Machine)",,"",0,"dropset",,25,,,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Plank",,"",0,"failure",,,,42,
"Full Body - A","25 Aug 2025, 07:28","25 Aug 2025, 08:07","","Treadmill",,"",0,"normal",,,,900,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,20,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,15,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Incline Bench Press (Dumbbell)",,"",2,"normal",60,15,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Leg Extension (Machine)",,"",0,"warmup",20,15,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Leg Extension (Machine)",,"",1,"warmup",20,10,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Leg Extension (Machine)",,"",2,"normal",30,15,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Leg Extension (Machine)",,"",3,"normal",35,15,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Lying Leg Curl (Machine)",,"",0,"normal",10,15,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Lying Leg Curl (Machine)",,"",1,"normal",15,15,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","EZ Bar Biceps Curl",,"",0,"normal",20,15,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","EZ Bar Biceps Curl",,"",1,"normal",30,8,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",30,20,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",30,15,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Crunch",,"",0,"normal",,20,,,
"Full Body - B","23 Aug 2025, 23:13","24 Aug 2025, 00:03","","Treadmill",,"",0,"normal",,,,300,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Bench Press (Dumbbell)",,"Iso metric sets one hand at a time",0,"warmup",40,15,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Bench Press (Dumbbell)",,"Iso metric sets one hand at a time",1,"failure",50,10,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Bench Press (Dumbbell)",,"Iso metric sets one hand at a time",2,"normal",50,10,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Romanian Deadlift (Dumbbell)",,"",1,"failure",50,15,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Lat Pulldown (Cable)",,"",0,"warmup",35,15,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Lat Pulldown (Cable)",,"",1,"failure",35,15,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Leg Extension (Machine)",,"",0,"warmup",20,20,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Leg Extension (Machine)",,"",1,"failure",30,15,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Triceps Extension (Cable)",,"",0,"dropset",25,15,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,15,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Lateral Raise (Dumbbell)",,"",1,"dropset",30,15,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Standing Calf Raise (Machine)",,"",0,"dropset",,20,,,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Plank",,"",0,"failure",,,,42,
"Full Body - A","19 Aug 2025, 22:51","19 Aug 2025, 23:28","","Treadmill",,"",0,"normal",,,,900,
"Full Body - B","6 Aug 2025, 12:40","6 Aug 2025, 13:20","","Squat (Barbell)",,"",0,"warmup",,10,,,
"Full Body - B","6 Aug 2025, 12:40","6 Aug 2025, 13:20","","Squat (Barbell)",,"",1,"warmup",10,10,,,
"Full Body - B","6 Aug 2025, 12:40","6 Aug 2025, 13:20","","Squat (Barbell)",,"",2,"normal",44,10,,,
"Full Body - B","6 Aug 2025, 12:40","6 Aug 2025, 13:20","","Squat (Barbell)",,"",3,"normal",66,10,,,
"Full Body - B","6 Aug 2025, 12:40","6 Aug 2025, 13:20","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,15,,,
"Full Body - B","6 Aug 2025, 12:40","6 Aug 2025, 13:20","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,15,,,
"Full Body - B","6 Aug 2025, 12:40","6 Aug 2025, 13:20","","Incline Bench Press (Dumbbell)",,"",2,"normal",60,15,,,
"Full Body - B","6 Aug 2025, 12:40","6 Aug 2025, 13:20","","Crunch",,"",0,"normal",,20,,,
"Full Body - A","4 Aug 2025, 13:20","4 Aug 2025, 14:28","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","4 Aug 2025, 13:20","4 Aug 2025, 14:28","","Bench Press (Dumbbell)",,"",1,"failure",50,15,,,
"Full Body - A","4 Aug 2025, 13:20","4 Aug 2025, 14:28","","Bench Press (Dumbbell)",,"",2,"normal",70,15,,,
"Full Body - A","4 Aug 2025, 13:20","4 Aug 2025, 14:28","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","4 Aug 2025, 13:20","4 Aug 2025, 14:28","","Romanian Deadlift (Dumbbell)",,"",1,"failure",50,15,,,
"Full Body - A","4 Aug 2025, 13:20","4 Aug 2025, 14:28","","Lat Pulldown (Cable)",,"",0,"failure",35,15,,,
"Full Body - A","4 Aug 2025, 13:20","4 Aug 2025, 14:28","","Lat Pulldown (Cable)",,"",1,"failure",35,15,,,
"Full Body - A","4 Aug 2025, 13:20","4 Aug 2025, 14:28","","Leg Extension (Machine)",,"",0,"warmup",20,20,,,
"Full Body - A","4 Aug 2025, 13:20","4 Aug 2025, 14:28","","Leg Extension (Machine)",,"",1,"failure",30,10,,,
"Full Body - A","4 Aug 2025, 13:20","4 Aug 2025, 14:28","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,15,,,
"Evening workout 🏋️","31 Jul 2025, 21:02","31 Jul 2025, 21:48","","Cycling",,"",0,"normal",,,,600,
"Evening workout 🏋️","31 Jul 2025, 21:02","31 Jul 2025, 21:48","","Treadmill",,"",0,"normal",,,,2160,
"Full Body - B","30 Jul 2025, 14:53","30 Jul 2025, 15:37","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,15,,,
"Full Body - B","30 Jul 2025, 14:53","30 Jul 2025, 15:37","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,15,,,
"Full Body - B","30 Jul 2025, 14:53","30 Jul 2025, 15:37","","Incline Bench Press (Dumbbell)",,"",2,"normal",60,15,,,
"Full Body - B","30 Jul 2025, 14:53","30 Jul 2025, 15:37","","Leg Extension (Machine)",,"",0,"warmup",20,20,,,
"Full Body - B","30 Jul 2025, 14:53","30 Jul 2025, 15:37","","Leg Extension (Machine)",,"",1,"normal",30,15,,,
"Full Body - B","30 Jul 2025, 14:53","30 Jul 2025, 15:37","","Lying Leg Curl (Machine)",,"",0,"normal",15,15,,,
"Full Body - B","30 Jul 2025, 14:53","30 Jul 2025, 15:37","","Lying Leg Curl (Machine)",,"",1,"normal",15,15,,,
"Full Body - B","30 Jul 2025, 14:53","30 Jul 2025, 15:37","","EZ Bar Biceps Curl",,"",0,"normal",30,10,,,
"Full Body - B","30 Jul 2025, 14:53","30 Jul 2025, 15:37","","EZ Bar Biceps Curl",,"",1,"normal",30,8,,,
"Full Body - B","30 Jul 2025, 14:53","30 Jul 2025, 15:37","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",20,15,,,
"Full Body - B","30 Jul 2025, 14:53","30 Jul 2025, 15:37","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",25,15,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Bench Press (Dumbbell)",,"",1,"failure",50,15,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Bench Press (Dumbbell)",,"",2,"normal",60,12,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Romanian Deadlift (Dumbbell)",,"",1,"failure",50,15,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Lat Pulldown (Cable)",,"",0,"failure",35,15,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Lat Pulldown (Cable)",,"",1,"failure",35,15,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Leg Extension (Machine)",,"",0,"warmup",20,20,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Leg Extension (Machine)",,"",1,"failure",30,15,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,15,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Lateral Raise (Dumbbell)",,"",1,"normal",30,15,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Standing Calf Raise (Machine)",,"",0,"dropset",,20,,,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Plank",,"",0,"failure",,,,30,
"Full Body - A","29 Jul 2025, 11:40","29 Jul 2025, 12:19","","Cycling",,"",0,"normal",,,,600,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Leg Extension (Machine)",,"",0,"warmup",20,20,,,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Squat (Bodyweight)",,"",0,"warmup",,10,,,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Squat (Bodyweight)",,"",1,"warmup",,10,,,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Lunge (Dumbbell)",,"These are still painful dumb me starting on 40lbs (what am I thinkinggg)

Get ready for shitty",0,"warmup",20,10,,,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Lunge (Dumbbell)",,"These are still painful dumb me starting on 40lbs (what am I thinkinggg)

Get ready for shitty",1,"normal",40,5,,,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Overhead Press (Dumbbell)",,"",0,"normal",50,10,,,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Overhead Press (Dumbbell)",,"",1,"normal",50,10,,,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Seated Row (Machine)",,"",0,"warmup",20,10,,,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Seated Row (Machine)",,"",1,"normal",50,10,,,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Seated Row (Machine)",,"",2,"normal",50,15,,,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Preacher Curl (Machine)",,"",0,"normal",15,10,,,
"Dumb mee ☹️","25 Jul 2025, 22:53","25 Jul 2025, 23:31","Tried lunges after a very long time and probably injured my quads 😢","Cycling",,"",0,"normal",,,,900,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Bench Press (Dumbbell)",,"",1,"normal",50,15,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Bench Press (Dumbbell)",,"",2,"normal",60,12,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Romanian Deadlift (Dumbbell)",,"",0,"failure",40,15,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Romanian Deadlift (Dumbbell)",,"",1,"failure",40,15,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Lat Pulldown (Cable)",,"",0,"failure",35,15,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Lat Pulldown (Cable)",,"",1,"failure",35,12,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Lat Pulldown (Cable)",,"",2,"failure",35,15,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Standing Calf Raise (Machine)",,"",0,"warmup",,20,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Standing Calf Raise (Machine)",,"",1,"dropset",,15,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Leg Extension (Machine)",,"",0,"warmup",20,10,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Leg Extension (Machine)",,"",1,"warmup",15,5,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Leg Extension (Machine)",,"",2,"normal",30,15,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Triceps Extension (Cable)",,"",0,"dropset",30,15,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Triceps Extension (Cable)",,"",1,"normal",30,10,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,15,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Lateral Raise (Dumbbell)",,"",1,"dropset",30,15,,,
"Full Body - A","24 Jul 2025, 22:47","24 Jul 2025, 23:28","","Plank",,"",0,"failure",,,,34,
"Afternoon workout 💪","23 Jul 2025, 17:14","23 Jul 2025, 17:44","","Treadmill",,"",0,"normal",,,,1800,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Squat (Bodyweight)",,"",0,"warmup",,15,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Squat (Barbell)",,"Assumed 10 lbs rod",0,"warmup",,10,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Squat (Barbell)",,"Assumed 10 lbs rod",1,"normal",55,10,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Squat (Barbell)",,"Assumed 10 lbs rod",2,"normal",75,10,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Incline Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Incline Bench Press (Dumbbell)",,"",1,"normal",50,15,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Incline Bench Press (Dumbbell)",,"",2,"normal",60,10,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Lying Leg Curl (Machine)",,"",0,"warmup",15,15,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Lying Leg Curl (Machine)",,"",1,"dropset",20,10,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Lying Leg Curl (Machine)",,"",2,"normal",15,8,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","EZ Bar Biceps Curl",,"",0,"warmup",20,15,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","EZ Bar Biceps Curl",,"",1,"dropset",30,12,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Seated Cable Row - V Grip (Cable)",,"",0,"warmup",25,15,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",30,15,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",30,10,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Crunch",,"",0,"dropset",,20,,,
"Full Body - B","22 Jul 2025, 17:16","22 Jul 2025, 18:05","","Treadmill",,"",0,"normal",,,,900,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Treadmill",,"",0,"normal",,,,900,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Bench Press (Dumbbell)",,"",1,"failure",60,15,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Bench Press (Dumbbell)",,"",2,"failure",60,12,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Romanian Deadlift (Dumbbell)",,"",1,"failure",50,15,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Romanian Deadlift (Dumbbell)",,"",2,"failure",50,15,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Standing Calf Raise (Machine)",,"",0,"dropset",,25,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Triceps Extension (Cable)",,"",0,"dropset",25,22,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Lat Pulldown (Cable)",,"",0,"warmup",40,10,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Lat Pulldown (Cable)",,"",1,"failure",40,10,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Lat Pulldown (Cable)",,"",2,"failure",35,8,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Lateral Raise (Dumbbell)",,"",0,"dropset",30,20,,,
"Full Body - A","21 Jul 2025, 22:16","21 Jul 2025, 23:07","","Plank",,"",0,"failure",,,,40,
"Evening workout 🏋️","18 Jul 2025, 19:10","18 Jul 2025, 19:45","","Stair Machine (Steps)",,"",0,"normal",,,,600,
"Evening workout 🏋️","18 Jul 2025, 19:10","18 Jul 2025, 19:45","","Treadmill",,"",0,"normal",,,,1200,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Treadmill",,"",0,"normal",,,,120,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Bench Press (Dumbbell)",,"",0,"warmup",40,12,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Bench Press (Dumbbell)",,"",1,"failure",40,12,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Lateral Raise (Dumbbell)",,"",0,"warmup",20,25,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Lateral Raise (Dumbbell)",,"",1,"dropset",30,20,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Romanian Deadlift (Dumbbell)",,"",0,"failure",40,15,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Romanian Deadlift (Dumbbell)",,"",1,"failure",50,15,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Romanian Deadlift (Dumbbell)",,"",2,"normal",50,15,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Seated Calf Raise",,"",0,"warmup",50,15,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Seated Calf Raise",,"",1,"dropset",50,15,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Squat (Barbell)",,"",0,"warmup",,10,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Squat (Barbell)",,"",1,"normal",50,10,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Squat (Barbell)",,"",2,"normal",60,8,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Leg Extension (Machine)",,"",0,"warmup",20,10,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Leg Extension (Machine)",,"",1,"normal",30,10,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Leg Extension (Machine)",,"",2,"normal",35,10,,,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Plank",,"",0,"failure",,,,31,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Plank",,"",1,"normal",,,,32,
"Morning workout ☀️","17 Jul 2025, 06:32","17 Jul 2025, 07:38","","Crunch",,"",0,"dropset",,20,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Treadmill",,"",0,"normal",,,,120,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Bench Press (Dumbbell)",,"",0,"warmup",40,15,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Bench Press (Dumbbell)",,"",1,"failure",50,15,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Bench Press (Dumbbell)",,"",2,"normal",60,15,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Incline Bench Press (Dumbbell)",,"",0,"warmup",25,10,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Incline Bench Press (Dumbbell)",,"",1,"failure",30,6,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Incline Bench Press (Dumbbell)",,"",2,"failure",30,10,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Shoulder Press (Dumbbell)",,"",0,"failure",20,10,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Shoulder Press (Dumbbell)",,"",1,"failure",20,10,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Shoulder Press (Dumbbell)",,"",2,"failure",25,10,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Lat Pulldown (Cable)",,"",0,"warmup",30,15,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Lat Pulldown (Cable)",,"",1,"failure",35,10,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Lat Pulldown (Cable)",,"",2,"normal",40,10,,,
"Full Body (Max Pain)","15 Jul 2025, 07:09","15 Jul 2025, 08:26","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",25,10,,,
